source	target	label
arrived late for by two weeks	avais deux semaines de retard sur	4
as just one gene changing	se produit par la modification d' un gène	4
at an exponential pace	de manière exponentielle	4
be able to	nous permettre de	4
became the basis for	ont inspiré	4
broader	en élargissant	4
building on	la prolongation de	4
by virtue of	étant capable de	4
damian 's special-grown flesh	la chair que fait pousser damian	4
except to	si ce ne est pour	4
finally froze solid	finit par geler	4
forced into settlements	avons colonisés de force	4
get real	passer à l' action	4
give you good close look at this	vous montrer de près	4
going all the way around	qui a effectué un tour complet de	4
going narrower	en affinant	4
grows in complexity	devient de plus en plus complexe	4
have this kind of reception	être reçu de cette manière	4
initially	pour commencer	4
is believed in enough	peut être tellement crédible	4
is now in negative ice balance	perd désormais de la glace	4
is out there	il y a ici	4
it 's going to be a stretch	ça sera d' autant plus difficile	4
it does not matter how much	ce quelle que soit la quantité d'	4
juilliard-trained	issu de juilliard	4
juilliard-trained	issu de l' école juilliard	4
make us more secure	favoriser la sécurité du pays	4
no they do not	ça ne est pas le cas	4
nothing goes up or down my sleeve	il ne y a rien dans mes manches	4
only had	ne dispose que d'	4
piped to sites	transporter sur place par tuyaux	4
repeatedly told otherwise	on lui répète le contraire	4
right	qui marchera	4
shoot a video	sous l' œil de la caméra	4
such that there 's a single letter designation for	étant lui-même désigné par une lettre qui lui est propre	4
talk about	comment	4
that 's big enough to solve	à la hauteur de	4
that melting flow	la fonte des glaces	4
the face behind	ce qui se cache derrière	4
the largest mountaintop miner	l' exploitant qui a le plus recours aux minages de sommets	4
the universe began	la naissance de l' univers	4
to be interested in	comme sujet de prédilection	4
trapped in	prisonnier	4
unprecedented	on ne a jamais vu ça	4
unsustainable	impossible de continuer sur	4
we are on the cusp of	s' annonce	4
we were in with	qu' avec	4
what looks like	quel est	4
what this is about	le sujet	4
