source	target	label
one such person	une de ces personnes	1
or	ou bien	1
or any	ou autre	1
or so	quelques	1
original	premiers	1
other people	les autres	1
otherwise	sans cela	1
over	au cours de	1
part	point	1
part of	un extrait	1
pays close attention to	suit avec une grande attention	1
people	l' être humain	1
people	êtres humains	1
pop in	insérer	1
pop out	éjecter	1
punch line	point fort	1
put in	ajoute	1
put in	ajouter	1
putting together	assembler entre eux	1
reach out	tendre le bras	1
reaching out	tendant le bras	1
relative to	lié à	1
resequencing	séquençant à nouveau	1
reshape	transformer	1
reshuffles	mélange à nouveau	1
resident students	étudiants internes	1
right	parfait	1
right	voilà	1
right now	à cet instant	1
same thing	pareil	1
saved	mis de côté	1
screen snapshot	photo d' écran	1
see that insight	faire cette observation	1
self-reinforcing	auto-porteurs	1
sense each other	se reconnaître entre eux	1
serves to be	s' avère	1
shock therapy	des électrochocs	1
slice and dice	décortiquer	1
smuggled	emmené clandestinement	1
so	bon	1
so	pour qu'	1
so i can	pour pouvoir	1
so that	afin qu'	1
so that	de sorte que	1
so we could	de manière à pouvoir	1
so we could	pour pouvoir	1
somehow	quelque peu	1
sort of	en quelque sorte	1
sort of	un peu	1
spend any time	a passé une seule minute à	1
stab himself	se planter des choses	1
streaming trials	essais en flux	1
take a peek at these	y jeter un coup d' oeil	1
tease out	en extraire	1
tested	mis à l' épreuve	1
that 's	en voilà	1
that 's	soit	1
that way	comme ça	1
the extraordinary thing	ce qui est incroyable	1
the least amount of time	le temps le plus court	1
the very worst	du groupe des pires	1
then	dans ce cas	1
there are	il existe	1
there are no	il ne reste plus de	1
there was not	ce ne soit pas de	1
thesaurus	dictionnaire des synonymes	1
thesaurus	dictionnaires de synonymes	1
think	me dire	1
think	se disent	1
think about	songez à	1
think of it	la voir	1
think of this	réfléchissez	1
think of this	voyez ça	1
this is	il s' agit d'	1
this is	il s' agit de	1
this is	on a	1
this is one of them	en voilà une	1
thought	ai trouvé	1
time frames	laps de temps	1
to	afin d'	1
took away	s' est emparée de	1
topical area	thème	1
treating the wholeness of	prenant dans son intégralité	1
trying to	cherché à	1
underground	sous terre	1
was interested in	aimerait que	1
was standing	me tenais	1
was this one	voilà	1
was walking	se promenait	1
way of life	coutumes	1
we had to	il fallait	1
we have	il existe	1
well	tiens	1
what if	que se passe -t-il si	1
what to do	quoi faire	1
when	dès lors qu'	1
when it comes to	pour trouver	1
which is	soit	1
why is it	pourquoi donc	1
will look at them	en les regardant	1
with a very short period of time	en très peu de temps	1
within	d' ici	1
you are getting queasy	vous vous sentez mal	1
you can just	il suffit d'	1
you have	il y a	1
you know	vous voyez	1
your rooms	chez vous	1
are overreaching	voulions trop en faire	1
's clinging	tient	1
a fingertip	doigt	1
a series of	des	1
all kinds of	des tas d'	1
all kinds of	tout un tas d'	1
alternative	proposition	1
another	une	1
are killing	détruisent	1
arrange	met	1
audience	public	1
be putting lids	étouffer	1
blew my mind wide open	me a ouvert l' esprit	1
came	a été	1
case study	étude	1
cast shadows	assombrie	1
casting shadows on	assombrir	1
causes	fait que	1
curse	problème	1
demonstrate	montraient	1
drifted	nous dirigions	1
face	aspect	1
figure out	cherchent	1
get queasy easy	êtes sensibles	1
give	faire	1
grab hold of	tenir	1
hang light	voguent	1
heats up	affecte	1
help bring out	dire	1
homelands	les terres	1
in the second floor	de l' étage	1
inject	intègre	1
inject	intégrer	1
inside the	des	1
into a fold of	parmi	1
is carrying	contient	1
is hitting	affecte	1
jump	passer	1
jump right into	vous rendre directement sur	1
kill	détruire	1
killed	détruire	1
knew there 's a mechanism	en connaissions un	1
lhc	accélérateur	1
look up	regarder dans	1
looked up	regardé	1
looks	est	1
never sat right with me	ne me a jamais plu	1
on screen real estate	d' espace de l' écran	1
on top of	à	1
overshoot	en met trop	1
people	ceux	1
quarters	endroits	1
rapid in its melting	touchée	1
reignite	ont déclenché	1
repower	doter	1
run	passer	1
scraped from	récupérées sur	1
sea change	changement de tendance	1
sets of	des	1
shape	ramener	1
shaped into	donna	1
slipped outside	est sorti	1
some certain	un	1
starting with	en utilisant	1
suggest	dire	1
sweep under the rug	à écarter	1
takes out	prend	1
that digital information	elles	1
the dog	le	1
the people	ceux	1
the reason	ce	1
the team 's	ses	1
the thing	ça	1
thesaurus	dictionnaire	1
these organisms	ils	1
tightly	bien	1
torn apart to	réduits en	1
trickery	truc	1
understood	ai vu	1
want to	vais	1
want to start by	vais	1
was delivering	sortais	1
watermarks	des signatures	1
we are looking at right here	nous avons là	1
will never accomplish anything	ne feront rien	1
workers keep their pay	permet aux travailleurs d' économiser	1
will have	obtenir	1
will roll	fera avancer	1
am going to	ai envie de	1
am going to	veux	1
are looking at	visionne	1
are looking to	essayons de	1
are working to	cherchons à	1
's been a part of	est mentionné	1
's bringing out	fait lever	1
a lot of this is out there	il y en avait beaucoup d' exemples	1
actually	concrètement	1
added	rejeté	1
along with	avec l' aide de	1
are	deviennent	1
backing in	en vous approchant	1
be	devenir	1
be	être placé	1
beautiful	merveilleux	1
because of	grâce à	1
because of	à cause de	1
because of the	grâce aux	1
because of the	à cause des	1
being	devenir	1
bring	introduisons	1
bring out	révéler	1
bringing up all of them	en les affichant toutes	1
business	industrie	1
called	a intitulé	1
can see	allez le constater	1
carry	subventionnent	1
ccs	centimètres cubes	1
climate crisis	réchauffement climatique	1
collect myself	me resaisir	1
come off	tombe	1
come up with	créer	1
comes down to	se résume à	1
comes out	ressort	1
cross this tipping point	en venait à déclencher la diffusion de ce gaz	1
d 's	de niveau d	1
dirty	polluants	1
do	inventer	1
do that	pouvoir arriver à cette étape	1
does	en a	1
done	menée	1
done	mis au point	1
each other	la présence des autres	1
ends up	est rejeté	1
energy grid	réseau électrique	1
establish	imposer	1
existed	vivait	1
expand on that	explorer cette idée	1
few	groupe de	1
filter in	focaliser sur	1
for	en ce qui concerne	1
formed	s' est créé	1
from	à cause de	1
frozen ground	pergélisol	1
get	atteignons	1
get	comprendre	1
get	comprenez	1
get	devenir	1
get	se retrouvent	1
get	tire	1
get	trouve	1
get my sleeve back	retrousse ma manche	1
get to	peut	1
gets	devient	1
given	condamnée à	1
go	avance	1
go	continuer	1
go	passer	1
go	se disent	1
go to	prenez	1
good	agréable	1
got	ai reçu	1
got expressed	a été produit à partir de notre chromosome	1
got to	ai atteint	1
had	avons créé	1
had done	effectua	1
had on	portais	1
has	possède	1
has	possédant	1
has any	ne possède de	1
has been around	existe	1
has been moving	a augmenté	1
have	disposons	1
have	détenons	1
have	possèdent	1
have	possèdons	1
have	produisent	1
have	réaliseront	1
have	sont équipés d'	1
helped	a contribué à	1
in that	sur ce pied-là	1
is	est issue d'	1
is	représente	1
is about	consiste à	1
is to	consiste à	1
it	ce génome	1
it	ce thème	1
it	l' enzyme	1
it	la rivière	1
it	la suite	1
it	le charbon	1
it	le chromosome résultant	1
it 's	cela représente	1
it 's	ça consiste à	1
it 's just	tout ça grâce à	1
it rolls it	la vidéo reviendra	1
large	énormes	1
leave you with	vous transmettre	1
live	survivre	1
look at	considère	1
look at	consulter sur	1
made	avons créé	1
made	créée	1
made	fabriquer	1
made up	créé	1
make	créer	1
make	former	1
make	synthétiser	1
makes	donne	1
making	construire	1
making	créer	1
mention	préciser	1
move	avancer	1
moves from	s' écarte de	1
moves on	évolue	1
moving	transférant	1
now	aujourd'hui	1
one	l' idée	1
one	seule	1
ones	centrales	1
panning through	navigue dans	1
people	participants	1
performance	concert	1
piece	article	1
point	avancée	1
point	étape	1
pop	ressortent	1
pop right back	revenir directement	1
produced	paru	1
put	ajoute	1
put	avons inséré	1
put	introduit	1
put it back together	s' est réparé	1
put out	diffuser	1
put up	mis en ligne	1
reaches	se jette dans	1
released from	éjectées de	1
repower	donnons une nouvelle énergie à	1
repowering	donner une nouvelle énergie à	1
science	découvertes scientifiques	1
see	discerner	1
select for	privilégier	1
separating from	séparer par note	1
shifts	change de place	1
showering	a bombardé	1
some neat	de belles	1
something to	un aspect qu' il faut	1
somewhere	un autre organisme	1
species	des organismes	1
species	organisme	1
start with	utiliser	1
states	crises	1
take	propager	1
take	récupérer	1
take	survivre à des niveaux de	1
taken	ramené	1
taken up	intégré	1
takes	transforme	1
that	l' organisme	1
that	la situation	1
that	le continent	1
that have been cancelled	dont la construction a été abandonnée	1
the future	nos créations futures	1
the planet	terre	1
them	photos	1
there are	cela ouvre	1
there was done	a été réalisée	1
these two	le microbe et la bactérie	1
they	les résultats	1
things	aspects	1
things	produits	1
this	ce travail	1
this	le logiciel	1
this	le résultat	1
those	personnes	1
through	grâce à	1
to	destinée à	1
took	conduirent	1
try	explorer	1
turn us from to	nous permettra de faire d' un un	1
use	consommons	1
very beautiful	magnifique	1
view	constater	1
viewing	consulter	1
visual effects	des effets spéciaux	1
was going to	se mette à	1
was like	sert de	1
was looking at	ai consulté	1
we put them in	utilisés	1
well	loin	1
well	à bon escient	1
went about	se sont mis à	1
went onto	accédait à	1
were never going to make	ne gagneraient jamais	1
what if	qu' adviendrait -il	1
what this is doing	à quoi ressemble cette tendance	1
will	continuerai à	1
will go	diront	1
work up	sortir	1
wrapped	cachées	1
you are queasy	vous ne supportez pas la vue du sang	1
you go	vous vous dites	1
would like you to think about	aimerai vous montrer	1
are starting with	partez des	1
have argued	pense	1
two zero feet	six mètres	1
two zero inches	cinq zéro centimètres	1
a billion gallons	trois milliards de litres	1
a foot	une trentaine de centimètres	1
a mile and a half	deux cinq zéro zéro m	1
abilities	potentiel	1
advertising effort	campagne de communication	1
all over the country in america	de tous les etats-unis	1
and what happens	et alors	1
answer people 's questions	quand on me pose des questions	1
are asked	doit donner	1
are grading	qualifions	1
are interested in	s' intéressent à	1
assumptions	préjugés	1
at our very fundamental core	au niveau le plus fondamental de notre être	1
bad	difficile	1
based on	en se fondant sur	1
based on	à partir de	1
be as far as it went	s' arrêter là	1
be described by	correspondre à	1
been engaged in	participé à	1
before	déjà	1
being driven	emportés	1
boiling-water temperatures	des températures de un zéro zéro ° c	1
build	assembler	1
but when they go away so does much of the drinking water	ce est autant d' eau potable de perdue	1
called	que l' on nomme	1
can easily be	on peut facilement	1
carbon based fuels	carburants émetteurs de co deux	1
challenge	compétition	1
changed	ont été modifiées	1
chewed it up	l' a avalé	1
consistent	répété	1
consists of	est constitué de	1
deep lessons	de grandes leçons	1
design into this	avons pu intégrer	1
design the process a little bit further	aller plus loin dans le processus	1
drive	alimenter	1
embrace	comprendront	1
embrace	profiter d'	1
engage	exploiter	1
engage with	développer	1
ensuing	futurs	1
every one of us	chaque personne	1
explore	étudier	1
find out more	renseignez -vous	1
flipped me out	me a secoué	1
forces	des courants	1
gave us	a fait apparaître	1
get interested	s' y intéressent	1
get mixed	se mélangent	1
give an update on	mettre au courant	1
given	en ayant	1
global warming pollution	pollution à effet de serre	1
go much larger	voir plus grand	1
go up or down	sortir de	1
goes up or down	ne rentre ni ne sort de	1
got the biggest cheer	a été reçu avec d' aussi grandes acclamations	1
had been made	on avait fait	1
had just come from walking	errait dans	1
hard truth	vérité nue	1
has procured	me a apportée	1
has to be	il faut qu' soient	1
have at hand	avons devant nous	1
have we met	nous nous connaissons	1
he gets to	à lui de	1
he wanted to do	ce qui l' intéressait	1
he went by dr. p	il est devenu dr p	1
heated up	s' est échauffé	1
help stop	lutter contre	1
if you can not	à part	1
ignite	réveiller	1
increase what the basic question is of	chercher juste la réponse à la question	1
innumerable	interminable	1
into a series	à la suite	1
is in a sense	on peut voir comme	1
is marked	apparaissent	1
it 's gone from	on est passé de	1
it 's held	il tient	1
it 's nothing if not ambitious	ce est véritablement ambitieux	1
it 's over weight	sa masse est supérieure à	1
it 's powered by	cela fonctionne avec	1
it 's such a large molecule	cette molécule est tellement grande qu'	1
it does not show	on ne voit pas	1
it exhausts all the	on atteint les limites des	1
it took	cela s' est fait en	1
it was going from the	nous l' avons transposé du	1
kind of	plutôt	1
kind of neat	pas mal	1
know	saura dire	1
know	voir	1
link together	liées entre elles	1
links to	est liée à	1
look at in the context	la remettez dans son contexte	1
lower four eight states	etats-unis sans l' alaska	1
man	bonhomme	1
mean	représenter	1
meet it well	soient à la hauteur	1
modern	nouveau	1
my playing the music	la musique que je jouais	1
never would have been able to be booted up	ne aurait jamais fonctionné	1
nice one	pas mal	1
one inch	trois centimètres	1
one yard	un mètre	1
orienting themselves to	prendre leurs marques par rapport à	1
out of	à partir de	1
phase	moment	1
play	travailler	1
plight	difficultés	1
potency	potentiel	1
pour back	en enlever	1
pretty good	pas mal	1
processing	ce que l' on peut créer avec	1
read	vu	1
really	bien	1
really	extrêmement	1
rezéro zéro	jeunes	1
right now	là	1
rubbish	pollution	1
saw it on the news	en avez entendu parler	1
second grade	ce un	1
see a lot of it	la vois en grand	1
serious	inquiétantes	1
seven-inch	de un huit cm	1
shallow	peu profonds	1
small	réduite	1
small	simple	1
sound familiar	ça vous rappelle quelque chose	1
source	producteur	1
started down the road of	nous sommes attelés à ce problème	1
step back out	s' éloigner	1
struggle	l' épreuve	1
struggle	épreuve	1
that 's not where it stops	ça ne s' arrête pas là	1
that 's what you have all heard about with	comme ce qu' on fait pour	1
that can be changed	nous pouvons changer cela	1
that have that character shown on them	présentant ce personnage	1
that scar has stayed with him	il a souffert de ce traumatisme	1
that will confront us	auxquels nous serons confrontés	1
the next	l' autre	1
the question is whether we will be	ce qui ne est peut-être pas notre cas	1
the smallest	le plus simple	1
then put sets of those going up to	eux-mêmes assemblés pour arriver à	1
there is	est stockée	1
there is	y est	1
these are pictures	ces photos ont été prises	1
they are able to be moved around	on peut les déplacer	1
they are running out of time	le délai se rapproche	1
they can go together	qu' il faudra assembler	1
they run out of time	ils ne leur reste plus de temps	1
they were seen	ils les voyaient	1
they were told	on leur disait	1
they will not any longer grow readily	on ne peut plus les faire croître facilement	1
think	disons que	1
think of it in the terms that i do	regardiez la chose comme moi	1
thirty-nine inches	un mètre	1
this gets at	on en arrive à	1
this is right here	vous avez sous les yeux	1
times	occasions	1
to be found	à en tirer	1
to get us out of this mess	pour nous en sortir	1
to hide	caché	1
to put it in context for myself	si je rapporte cela à ma personne	1
today 's	actuelle	1
too	et même qu'	1
travel	passer	1
trying to optimize processes	les processus que l' on peut optimiser	1
turned into a movie	adapté à l' écran	1
turns into an	se termine en	1
until you move through it	sans l' avoir vue	1
was lost	avait l' air perdu	1
waste	pollution	1
we are actually starting at	nous en sommes maintenant à	1
we are looking at	on a devant les yeux	1
we are trying to get to the point of	ce que nous recherchons ce est	1
we can just chew back with	ils soient légèrement rognés par	1
we might be able to	pouvoir aller beaucoup plus loin que	1
what 's called	ce qu' on appelle	1
what is it about them	qu' ont -ils de spécial	1
what the point here	le vrai but de tout ça	1
when you think of	imaginez	1
where we have never been before	ce qui ne a jamais été réalisé	1
who are interested	que cela intéresse	1
will be coming out relatively soon	ne vont pas tarder à apparaître	1
within	par le biais de	1
will not spend any time on	vais passer très rapidement	1
would put it on an exponential curve	montrerait un début de croissance exponentielle	1
years from now	des années plus tard	1
you have heard a lot about it	on ne parle que de ça	1
you get assigned	est attribuée	1
you hear about	qui nous sont communiquées	1
you want to ask	qu' on se pose	1
am only showing	ne montre que	1
are a year behind	avons une année de retard	1
are about to	allons	1
's about	s' agit de	1
's empowered	a des capacités	1
's equal to	représente	1
's okay	va bien	1
a dollar short	il nous manque un dollar	1
a scan	scannée	1
a simple	juste un	1
act as	jouent le rôle de	1
acting as	dans le rôle de	1
adapt	adaptation	1
adaptable	capable de s' adapter	1
add	avec	1
adjazéro zéro	qui ne était pas loin	1
ago	précédente	1
all of	tout ce qui parle de	1
all that it takes to	la seule chose qui	1
all we did was	nous avons juste	1
an interesting thing	intéressant	1
are a better match to	correspondent mieux à	1
are beyond	dépassent	1
around	situé autour de	1
around the world	global	1
around us	qui nous entoure	1
as a result	il en résulte qu'	1
asked	posé la question	1
aspirin shaped	la forme d' une aspirine	1
at	quand il fait	1
autograph it	mis notre autographe	1
become greater	s' accroissent	1
brave	de bravoure	1
brought it into existence	la faisait exister	1
call into existence	faire exister	1
can do this	ont cette capacité	1
central	du milieu	1
change things quite dramatically	faire des changements radicaux	1
coal	charbonneuse	1
colliding with	est entré en collision avec	1
color it blue	de couleur bleue	1
combinatorial	par combinaison	1
come in	fait éruption	1
computationally	par calcul informatique	1
computer vision	de vision informatisée	1
computer vision	vision informatisée	1
correctly	comme correct	1
crude	à l' état brut	1
deceptive	une illusion	1
deep	de profondeur	1
deep ocean	fond des océans	1
designing	la conception	1
digitizing life	numérisation de la vie	1
discovering	la découverte	1
do a complete transplant of	transplanter entièrement	1
do a disservice	ne rendons pas service	1
do nots	ne fais pas	1
entire	ensemble de	1
essence	base essentielle	1
ever-growing	de plus en plus grandes	1
everyday	du quotidien	1
evolutionary tree	arbre de l' évolution	1
expected	qu' ils peuvent attendre	1
extending westward	vers l' ouest	1
fearful	craignant	1
finally	en un mot	1
finally	à la fin	1
for	suite à	1
for a few minutes	quelques minutes	1
foreign	que nous importons	1
forward	de progresser	1
free-standing	tenant debout	1
from	produit par	1
from	provenant d'	1
from around the world	venus du monde entier	1
gave an introduction to	ai presenté	1
get out of	ne plus	1
get significantly better	augmentent de manière significative	1
gold	d' or	1
grasping	prenant en main	1
greatest	le meilleur de	1
healthy	en bonne santé	1
his declaration of me as	le fait qu' il me ait déclaré	1
hopefully	en espérant	1
hopefully	espérons -le	1
how	de quelle façon	1
how	des raisons pour lesquelles	1
how	la façon dont	1
how	la manière dont	1
how	à quel point	1
how big are	la taille de	1
how big are	la taille des	1
how it unfolds	le dénouement	1
how perform	quelles sont les résultats	1
how to	la manière de	1
how we	notre façon de	1
how we	notre manière de	1
how we understand	notre façon de comprendre	1
human	de l' homme	1
human-computer	entre humains et ordinateurs	1
i have argued	selon moi	1
i think	d' après moi	1
i think	selon moi	1
ice melting	la fonte des glaces	1
if we do	si ce est possible	1
implicit in	ce que sous-entend	1
in a diverse way	dans toute sa diversité	1
in a nutshell	pour résumer	1
in abundance	une grande quantité de	1
in length	de long	1
in other words	autrement dit	1
in our discovery	nous avons découvert	1
in southwest greenland	au sud-ouest du groenland	1
in terms of some of the needs	quand on regarde nos besoins	1
in that	dans le sens où	1
in the end	pour finir	1
in the exact same way	exactement de la même manière	1
in this simple way	simplement de cette manière	1
in winter	hivernales	1
inadvertently	par mégarde	1
including	dont	1
increasing rapidly	en augmentation rapide	1
inherently	par définition	1
inherently	par nature	1
instant	instantanément	1
instrumental	l' instrument	1
interestingly	de façon interessante	1
is a problem	est problématique	1
is bubbling up out of	sort de en bouillonnant	1
is in crisis	est confrontée à plusieurs crises	1
is meaningful	a un sens	1
is only ago	ne a que	1
is the most serious problem	encore plus	1
it 's the case	ce est vrai	1
its metabolic	de son métabolisme	1
just	ne que	1
just	ne rien qu'	1
just	rien que	1
just gave	viens de donner	1
keep handy	ai sous la main	1
keeps repeating them	les répète sans cesse	1
kind of	d' une certaine manière	1
kind of like	une espèce de	1
laid-up	sur le flanc	1
language learners	ceux qui apprennent des langues	1
later	après	1
leave that up to us	laissez -nous nous en occuper	1
left to their own devices	on le laisse se débrouiller	1
let 's take a tour of	visitons	1
let 's up the ante	montons les enjeux	1
like an odd thing	bizarre	1
live	en direct	1
live	en ligne	1
living homeless	sans-abri	1
looking for	faisant des recherches pour	1
loud	à haute voix	1
made that shift in thinking	a changé sa façon de penser	1
make a little pierce	percer un peu	1
make emergent	font émerger	1
make it seem real	lui donner l' apparence de la réalité	1
making it longer or shorter	l' allonger ou la raccourcir	1
many	des tas d'	1
many	un ensemble de	1
measurably	de façon mesurable	1
melting	au dégel	1
meshes with	qui va dans le sens de	1
methodologically	de façon méthodologique	1
most	la majorité des	1
moving back	retrait	1
myriad cultures of the world	mélange de cultures mondiales	1
next	à venir	1
no more	la fin des	1
nomadic people	peuple de nomades	1
non-image	qui ne est pas une image	1
of	au sujet de	1
of being	au fait d' être	1
of monotony	monotone	1
of my being an amputee	que je sois amputée	1
of survival	à survivre	1
of use	utile	1
on the order of	environ	1
one reason is	parce que	1
only	ne plus que	1
only	ne qu'	1
only	ne que	1
only	ne que	1
open-ended	avec une fin ouverte	1
or so	près d'	1
originally	à l' origine	1
out	ça sort de	1
overland	par voie terrestre	1
particular	en particulier	1
professional	de professionnels	1
pure	purement	1
put together	réunis	1
raggedy	en loques	1
reading	la lecture de	1
really	en réalité	1
really large pieces	des tailles de morceaux importantes	1
reduced to the margins of	en marge de	1
related spatially	reliées entre elles dans l' espace	1
related to	avait un lien avec	1
related to	en rapport avec	1
remotely	à distance	1
roughly two zero	une vingtaine d'	1
rugged	en haillons	1
say who they all are	donner tous leurs noms	1
seamlessly and continuously	de manière continue et fluide	1
significantly	de manière significative	1
sketch	font des croquis	1
so	pour que	1
so many more	tellement d' autres	1
so they can	de manière à pouvoir	1
so we could	afin de pouvoir	1
sophisticated	la sophistication de	1
southeast asia	sud-est de l' asie	1
southeastern tibet	le sud-est du tibet	1
spatial	dans l' espace	1
spend a large sum of money	dépenser massivement	1
stalled	en panne	1
stamp a letter into it	avec une lettre en creux	1
standing	qui tient debout	1
standing	tenant debout	1
state-of-the-art	de pointe	1
step back	prendre un peu de recul	1
stopped being	ne étaient plus	1
storytelling	raconter des histoires	1
storytelling institution	institution de contes	1
such a	vraiment une	1
such a powerful image	une image tellement puissante	1
suddenly	d' un coup	1
sympathetic with	qui compatissons avec	1
synthesizing	la synthèse	1
take a good long look	regardez bien	1
than ever	que par le passé	1
that can	capable de	1
that seems to be	donnant l' impression d'	1
the early one nine eight zero s	au début des années huit zéro	1
the northern	au nord	1
the point is	ce que je veux dire ce est que	1
the point is	ce que je veux dire	1
the proposal has been to	ils projettent de	1
the reason why	la raison pour laquelle	1
the source was	elle venait d'	1
the ultimate in placebo	le placebo ultime	1
the worst of which can manifest themselves as	dans les pires de leurs manifestations	1
there 's been a shift in my thinking	ma façon de penser a changé	1
there has been a decline	a diminué de	1
through	traversant	1
to adapt to	d' adaptation	1
top	du haut	1
treacherous	la traîtrise des	1
treatment	se soigner	1
try things	faire des essais	1
turned in	tournés vers l' intérieur	1
turns out	en fait	1
unforgiving	sans pitié	1
unmarked by	sans trace de	1
unsuccessfully	sans succès	1
until	tant que ne pas	1
using	l' utilisation de	1
vision impairment	l' altération visuelle	1
want to avoid	à éviter	1
we are trying to ask	la question ce est	1
we have made it our primary goal to	nous avons décidé de	1
we can	il est possible de	1
well the truth is	à vrai dire	1
went through our error correction	corrigé les erreurs	1
were performing at a-level	avaient des résultats de niveau a	1
west antarctica	la région ouest de l' antarctique	1
western china	l' ouest de la chine	1
what about	et si on	1
what that picture is of	sujet de cette photo	1
when	au moment où	1
when you go into	pour	1
when you step back	en prenant du recul	1
where	l' endroit où	1
whether or not	dire si oui ou non	1
while it plays	pendant la lecture	1
who does the very best	qui sont vraiment les meilleurs	1
why	pour laquelle	1
wireless	sans fil	1
with it	l' utilisa pour	1
with serious physical injury	qui étaient gravement blessés	1
worth noting	notable	1
you are off	vous êtes partie	1
you can not	il est impossible de	1
zoomable technology	technologie de zoom	1
zooming in	fait des zooms avant	1
are less burdened by	est moins un fardeau	1
a great deal	pas mal de choses	1
a violin lesson with me	je lui donne un cours de violon	1
about	une histoire de	1
arrived late for by two weeks	avais deux semaines de retard sur	1
as just one gene changing	se produit par la modification d' un gène	1
at an exponential pace	de manière exponentielle	1
be able to	nous permettre de	1
became the basis for	ont inspiré	1
broader	en élargissant	1
building on	la prolongation de	1
by virtue of	étant capable de	1
damian 's special-grown flesh	la chair que fait pousser damian	1
except to	si ce ne est pour	1
finally froze solid	finit par geler	1
forced into settlements	avons colonisés de force	1
get real	passer à l' action	1
give you good close look at this	vous montrer de près	1
going all the way around	qui a effectué un tour complet de	1
going narrower	en affinant	1
grows in complexity	devient de plus en plus complexe	1
have this kind of reception	être reçu de cette manière	1
initially	pour commencer	1
is believed in enough	peut être tellement crédible	1
is now in negative ice balance	perd désormais de la glace	1
is out there	il y a ici	1
it 's going to be a stretch	ça sera d' autant plus difficile	1
it does not matter how much	ce quelle que soit la quantité d'	1
juilliard-trained	issu de juilliard	1
juilliard-trained	issu de l' école juilliard	1
make us more secure	favoriser la sécurité du pays	1
no they do not	ça ne est pas le cas	1
nothing goes up or down my sleeve	il ne y a rien dans mes manches	1
only had	ne dispose que d'	1
piped to sites	transporter sur place par tuyaux	1
repeatedly told otherwise	on lui répète le contraire	1
right	qui marchera	1
shoot a video	sous l' œil de la caméra	1
such that there 's a single letter designation for	étant lui-même désigné par une lettre qui lui est propre	1
talk about	comment	1
that 's big enough to solve	à la hauteur de	1
that melting flow	la fonte des glaces	1
the face behind	ce qui se cache derrière	1
the largest mountaintop miner	l' exploitant qui a le plus recours aux minages de sommets	1
the universe began	la naissance de l' univers	1
to be interested in	comme sujet de prédilection	1
trapped in	prisonnier	1
unprecedented	on ne a jamais vu ça	1
unsustainable	impossible de continuer sur	1
we are on the cusp of	s' annonce	1
we were in with	qu' avec	1
what looks like	quel est	1
what this is about	le sujet	1
